Index of pulse,Tpi,Tpp,Tsys,Tdia,Tsp,Tdp,deltaT,Tsw10,Tsw25,Tsw33,Tsw50,Tsw66,Tsw75,Tsw90,Tdw10,Tdw25,Tdw33,Tdw50,Tdw66,Tdw75,Tdw90,Tpw10,Tpw25,Tpw33,Tpw50,Tpw66,Tpw75,Tpw90,Asp,Adn,Adp,Aoff,AUCpi,AUCsys,AUCdia
11,0.5999999999999996,0.6079999999999997,0.352,0.17599999999999966,0.16000000000000014,0.424,0.26399999999999985,0.1120000000000001,0.09600000000000009,0.08800000000000008,0.07200000000000006,0.05600000000000005,0.04800000000000004,0.02400000000000002,0.3680000000000003,0.14400000000000013,0.1280000000000001,0.09600000000000009,0.07200000000000006,0.06400000000000006,0.040000000000000036,0.4800000000000004,0.2400000000000002,0.2160000000000002,0.16800000000000015,0.1280000000000001,0.1120000000000001,0.06400000000000006,1.3272318009580117,0.22525544798900476,-0.022287315048526324,-0.03568787954356423,2.692838718287114,2.467126230632526,0.22571248765458796
12,0.6080000000000005,0.6000000000000005,0.36,0.18400000000000055,0.16800000000000015,0.424,0.25599999999999984,0.1200000000000001,0.09600000000000009,0.08800000000000008,0.07200000000000006,0.06400000000000006,0.04800000000000004,0.03200000000000003,0.3600000000000003,0.15200000000000014,0.1280000000000001,0.09600000000000009,0.07200000000000006,0.05600000000000005,0.03200000000000003,0.4800000000000004,0.24800000000000022,0.2160000000000002,0.16800000000000015,0.13600000000000012,0.10400000000000009,0.06400000000000006,1.361336135140732,0.2606281432949961,0.0057271046255024105,-0.014650380407451591,1.4578423974107615,1.9375434352795289,-0.4797010378687674
13,0.5919999999999996,0.5919999999999996,0.344,0.17599999999999966,0.16000000000000014,0.416,0.25599999999999984,0.1120000000000001,0.09600000000000009,0.08800000000000008,0.07200000000000006,0.05600000000000005,0.04800000000000004,0.03200000000000003,0.35999999999999943,0.14400000000000013,0.1200000000000001,0.09600000000000009,0.07200000000000006,0.05600000000000005,0.03200000000000003,0.47199999999999953,0.2400000000000002,0.20800000000000018,0.16800000000000015,0.1280000000000001,0.10400000000000009,0.06400000000000006,1.5215439443678265,0.2722759350710607,-0.019411936975864186,-0.03541914511676236,2.9274826057514365,2.558895770864834,0.3685868348866026
14,0.5919999999999996,0.5919999999999996,0.344,0.17599999999999966,0.16000000000000014,0.416,0.25599999999999984,0.1200000000000001,0.09600000000000009,0.08800000000000008,0.07200000000000006,0.05600000000000005,0.04800000000000004,0.03200000000000003,0.3600000000000003,0.15200000000000014,0.12799999999999923,0.0959999999999992,0.07200000000000006,0.05600000000000005,0.03200000000000003,0.4800000000000004,0.24800000000000022,0.2159999999999993,0.16799999999999926,0.1280000000000001,0.10400000000000009,0.06400000000000006,1.527770473550642,0.2833603192256526,-0.03201976346333446,-0.050175288561281395,3.6825993161530826,2.8884794535434084,0.7941198626096742
15,0.5920000000000005,0.5999999999999996,0.36,0.2000000000000005,0.16000000000000014,0.392,0.23199999999999987,0.1120000000000001,0.09600000000000009,0.08799999999999919,0.07199999999999918,0.05599999999999916,0.04800000000000004,0.03200000000000003,0.3520000000000003,0.15200000000000102,0.1280000000000001,0.09600000000000009,0.07200000000000095,0.06400000000000006,0.040000000000000924,0.4640000000000004,0.2480000000000011,0.2159999999999993,0.16799999999999926,0.1280000000000001,0.1120000000000001,0.07200000000000095,1.6551338585709094,0.3569579690140313,0.05879152234980267,0.01572474380894473,-2.2828762934711357,0.3212987252386556,-2.604175018709791
16,0.6159999999999997,0.6080000000000005,0.36,0.17599999999999966,0.16799999999999926,0.44,0.27200000000000074,0.11999999999999922,0.09600000000000009,0.08799999999999919,0.07199999999999918,0.05599999999999916,0.04800000000000004,0.023999999999999133,0.3680000000000003,0.14400000000000013,0.1280000000000001,0.09600000000000009,0.07200000000000095,0.06400000000000006,0.040000000000000924,0.48799999999999955,0.2400000000000002,0.2159999999999993,0.16799999999999926,0.1280000000000001,0.1120000000000001,0.06400000000000006,1.6162857134892825,0.3420920530628135,0.05112290895260463,0.039081906541064915,-11.91645336495034,-3.932964665454466,-7.983488699495875
17,0.5999999999999996,0.5999999999999996,0.336,0.17599999999999966,0.16000000000000014,0.424,0.26399999999999985,0.1120000000000001,0.09600000000000009,0.08799999999999919,0.07199999999999918,0.05599999999999916,0.04800000000000004,0.023999999999999133,0.3680000000000003,0.2640000000000011,0.120000000000001,0.09600000000000009,0.07200000000000095,0.05600000000000094,0.03200000000000003,0.4800000000000004,0.3600000000000012,0.20800000000000018,0.16799999999999926,0.1280000000000001,0.10400000000000098,0.05599999999999916,1.5386469905177882,0.29491376864368596,0.009189037276375323,-0.010063677110034752,1.4594959286177935,1.8900959711625964,-0.4306000425448029
18,0.5920000000000005,0.5920000000000005,0.344,0.16800000000000054,0.16000000000000014,0.424,0.26399999999999985,0.1120000000000001,0.09600000000000009,0.08799999999999919,0.07199999999999918,0.05599999999999916,0.04800000000000004,0.03200000000000003,0.3600000000000012,0.14400000000000013,0.120000000000001,0.09600000000000009,0.07200000000000095,0.05600000000000094,0.03200000000000003,0.4720000000000013,0.2400000000000002,0.20800000000000018,0.16799999999999926,0.1280000000000001,0.10400000000000098,0.06400000000000006,1.5569803861370357,0.2753086661324766,-0.02835884482751605,-0.034200108027668374,3.453340351529469,2.8128734274585048,0.6404669240709642
19,0.5999999999999996,0.5999999999999996,0.352,0.19199999999999967,0.16000000000000014,0.408,0.24799999999999983,0.11999999999999922,0.09600000000000009,0.08799999999999919,0.07199999999999918,0.05599999999999916,0.04800000000000004,0.03200000000000003,0.3680000000000003,0.16000000000000014,0.1280000000000001,0.09600000000000009,0.07200000000000095,0.06400000000000006,0.040000000000000924,0.48799999999999955,0.2560000000000002,0.2159999999999993,0.16799999999999926,0.1280000000000001,0.1120000000000001,0.07200000000000095,1.6512175955890687,0.3633149469491446,0.04335487415475825,-0.010416135050853814,1.666668754017973,2.059874298885452,-0.39320554486747916
20,0.6080000000000005,0.6080000000000005,0.36,0.16800000000000054,0.16000000000000014,0.44,0.27999999999999986,0.1120000000000001,0.09600000000000009,0.08799999999999919,0.07199999999999918,0.05599999999999916,0.04800000000000004,0.023999999999999133,0.3520000000000003,0.136000000000001,0.120000000000001,0.09600000000000009,0.07200000000000095,0.06400000000000006,0.040000000000000924,0.4640000000000004,0.2320000000000011,0.20800000000000018,0.16799999999999926,0.1280000000000001,0.1120000000000001,0.06400000000000006,1.6015835513278511,0.3211862093097531,0.10231890576296043,0.09865214405280959,19.061904367152817,9.816538567469072,9.245365799683745
21,0.6159999999999997,0.6080000000000005,0.344,0.19199999999999967,0.16000000000000014,0.424,0.26399999999999985,0.1120000000000001,0.08800000000000097,0.08000000000000007,0.06400000000000006,0.05600000000000094,0.04800000000000004,0.02400000000000091,0.39199999999999946,0.2240000000000002,0.1280000000000001,0.09600000000000009,0.07199999999999918,0.06400000000000006,0.03999999999999915,0.5039999999999996,0.31200000000000117,0.20800000000000018,0.16000000000000014,0.1280000000000001,0.1120000000000001,0.06400000000000006,1.5268789375946104,0.28038459159807877,-0.021118962891781334,-0.07893803804069227,5.69458747971576,3.6333124006389017,2.061275079076858
22,0.5760000000000005,0.5919999999999987,0.328,0.1760000000000005,0.15200000000000102,0.4,0.247999999999999,0.1120000000000001,0.09600000000000009,0.08800000000000097,0.07200000000000095,0.05600000000000094,0.04800000000000004,0.03200000000000003,0.35199999999999854,0.27200000000000024,0.11999999999999922,0.08799999999999919,0.06400000000000006,0.05599999999999916,0.03200000000000003,0.46399999999999864,0.3680000000000003,0.20800000000000018,0.16000000000000014,0.120000000000001,0.1039999999999992,0.06400000000000006,1.5122582273284215,0.3331038106495394,0.016215588551314664,-0.0038289683989356504,0.7817049173022435,1.6911723822490148,-0.9094674649467713
23,0.5999999999999996,0.6000000000000014,0.36,0.19999999999999962,0.16799999999999926,0.4,0.23200000000000076,0.11999999999999922,0.09600000000000009,0.08799999999999919,0.07199999999999918,0.06400000000000006,0.05599999999999916,0.03200000000000003,0.3520000000000003,0.15200000000000102,0.1280000000000001,0.09600000000000009,0.07200000000000095,0.05600000000000094,0.03200000000000003,0.47199999999999953,0.2480000000000011,0.2159999999999993,0.16799999999999926,0.136000000000001,0.1120000000000001,0.06400000000000006,1.6799602578933284,0.3443320142091416,0.02086513458177819,-0.04122345891428081,4.365946049535228,3.305246434131784,1.0606996154034434
