Index of pulse,Tpi,Tpp,Tsys,Tdia,Tsp,Tdp,deltaT,Tsw10,Tsw25,Tsw33,Tsw50,Tsw66,Tsw75,Tsw90,Tdw10,Tdw25,Tdw33,Tdw50,Tdw66,Tdw75,Tdw90,Tpw10,Tpw25,Tpw33,Tpw50,Tpw66,Tpw75,Tpw90,Asp,Adn,Adp,Aoff,AUCpi,AUCsys,AUCdia
24,0.6159999999999997,0.6079999999999988,0.36,0.18399999999999966,0.16800000000000104,0.432,0.26399999999999896,0.120000000000001,0.09600000000000009,0.08800000000000097,0.07200000000000095,0.05600000000000094,0.04800000000000004,0.03200000000000003,0.35999999999999943,0.15199999999999925,0.12799999999999834,0.09599999999999831,0.07199999999999918,0.06400000000000006,0.03999999999999915,0.4800000000000004,0.24799999999999933,0.2159999999999993,0.16799999999999926,0.1280000000000001,0.1120000000000001,0.07199999999999918,1.6993847798614639,0.3611468956792876,0.064888830971634,0.04576790632128336,-495.97517746371807,-218.00149554758138,-277.9736819161367
25,0.6160000000000014,0.5999999999999996,0.336,0.18400000000000144,0.16000000000000014,0.432,0.27199999999999985,0.11999999999999922,0.09600000000000009,0.08799999999999919,0.07199999999999918,0.05599999999999916,0.04800000000000004,0.03200000000000003,0.38400000000000034,0.27200000000000024,0.120000000000001,0.09600000000000009,0.07200000000000095,0.05600000000000094,0.03200000000000003,0.5039999999999996,0.3680000000000003,0.20800000000000018,0.16799999999999926,0.1280000000000001,0.10400000000000098,0.06400000000000006,1.6142231215565888,0.3348732984995443,0.06073706104250043,0.02824984538431441,-16.8327687531774,-5.508128703063889,-11.324640050113512
26,0.5839999999999996,0.6000000000000014,0.328,0.17599999999999966,0.14399999999999835,0.408,0.2640000000000016,0.1120000000000001,0.08799999999999919,0.08000000000000007,0.06400000000000006,0.05599999999999916,0.03999999999999915,0.023999999999999133,0.3680000000000003,0.14400000000000013,0.1280000000000001,0.09600000000000009,0.07200000000000095,0.06400000000000006,0.040000000000000924,0.4800000000000004,0.23199999999999932,0.20800000000000018,0.16000000000000014,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.5311125637922218,0.26282981017320706,-0.02284298254450079,-0.04168718996823095,4.940662649598729,3.4302427182508004,1.5104199313479287
27,0.6079999999999988,0.5999999999999996,0.336,0.18399999999999878,0.16000000000000014,0.424,0.26399999999999985,0.120000000000001,0.09600000000000009,0.08800000000000097,0.07200000000000095,0.05600000000000094,0.04800000000000004,0.03200000000000003,0.37599999999999945,0.20800000000000018,0.1280000000000001,0.09600000000000009,0.07199999999999918,0.05599999999999916,0.03200000000000003,0.49600000000000044,0.30400000000000027,0.21600000000000108,0.16800000000000104,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.6226715590954366,0.37579780507926996,0.022485056799539604,-0.011581129789952738,2.328221867812787,2.2743129394074146,0.053908928405372425
28,0.5920000000000023,0.6080000000000005,0.336,0.19200000000000228,0.15200000000000102,0.4,0.247999999999999,0.11200000000000188,0.09600000000000009,0.08800000000000097,0.07199999999999918,0.05600000000000094,0.04800000000000182,0.03200000000000003,0.35999999999999943,0.14399999999999835,0.120000000000001,0.09600000000000009,0.07199999999999918,0.05600000000000094,0.03200000000000003,0.4720000000000013,0.23999999999999844,0.20800000000000196,0.16799999999999926,0.1280000000000001,0.10400000000000276,0.06400000000000006,1.6306455652932534,0.3304124115947224,0.06887112975201648,0.02634046628690967,-23.26404415550169,-8.217062273343874,-15.046981882157816
29,0.6159999999999997,0.5999999999999979,0.344,0.18399999999999966,0.16799999999999926,0.432,0.26400000000000073,0.120000000000001,0.09600000000000009,0.08800000000000097,0.07199999999999918,0.05600000000000094,0.04800000000000182,0.03200000000000003,0.36799999999999855,0.1280000000000001,0.11199999999999832,0.08799999999999741,0.06400000000000006,0.05600000000000094,0.03200000000000003,0.48799999999999955,0.2240000000000002,0.1999999999999993,0.1599999999999966,0.120000000000001,0.10400000000000276,0.06400000000000006,1.608331761129082,0.3275073611721505,0.10684072874446704,0.08079158943433129,17.054053298845922,8.476088225918431,8.57796507292749
30,0.5999999999999979,0.6000000000000014,0.336,0.1839999999999979,0.15199999999999747,0.416,0.2640000000000025,0.11199999999999832,0.08799999999999741,0.0799999999999983,0.06400000000000006,0.055999999999997385,0.047999999999998266,0.023999999999997357,0.3680000000000021,0.13600000000000279,0.120000000000001,0.09600000000000009,0.07200000000000273,0.05600000000000094,0.03200000000000003,0.4800000000000004,0.2240000000000002,0.1999999999999993,0.16000000000000014,0.1280000000000001,0.1039999999999992,0.055999999999997385,1.4239644835231413,0.20709806788680785,0.0013786312116083055,-0.02593279200852322,4.267847941200079,3.111172628670861,1.1566753125292184
31,0.5920000000000023,0.5919999999999987,0.344,0.17600000000000232,0.15200000000000102,0.416,0.26399999999999896,0.11200000000000188,0.09600000000000009,0.08800000000000097,0.07199999999999918,0.05600000000000094,0.04800000000000182,0.03200000000000003,0.36799999999999855,0.14399999999999835,0.120000000000001,0.09600000000000009,0.07199999999999918,0.05600000000000094,0.03200000000000003,0.4800000000000004,0.23999999999999844,0.20800000000000196,0.16799999999999926,0.1280000000000001,0.10400000000000276,0.06400000000000006,1.4853937071559593,0.25934667077674467,-0.004942681126495707,-0.022790859585620937,4.09000864859709,3.1576679900034734,0.9323406585936165
32,0.5999999999999979,0.6080000000000005,0.344,0.1839999999999979,0.15199999999999747,0.416,0.2640000000000025,0.11199999999999832,0.08799999999999741,0.0799999999999983,0.06400000000000006,0.055999999999997385,0.047999999999998266,0.023999999999997357,0.35999999999999943,0.1440000000000019,0.1280000000000001,0.09600000000000009,0.07200000000000273,0.06400000000000006,0.0400000000000027,0.47199999999999775,0.23199999999999932,0.2079999999999984,0.16000000000000014,0.1280000000000001,0.11199999999999832,0.06400000000000006,1.567955868155788,0.25101636044713277,0.006283004069074116,-0.016503543901252637,3.2241326048614107,2.768075780909851,0.45605682395155966
33,0.6080000000000005,0.6159999999999997,0.344,0.19200000000000056,0.16000000000000014,0.416,0.25599999999999984,0.120000000000001,0.09600000000000009,0.08800000000000097,0.07199999999999918,0.05600000000000094,0.047999999999998266,0.03200000000000003,0.35999999999999943,0.13599999999999923,0.120000000000001,0.09600000000000009,0.07199999999999918,0.05600000000000094,0.03200000000000003,0.4800000000000004,0.23199999999999932,0.20800000000000196,0.16799999999999926,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.6681219033117602,0.295647036659611,0.03764973561545748,-0.0014363215224195702,0.6436260084050612,1.6446722704648253,-1.0010462620597642
34,0.6080000000000005,0.5920000000000023,0.344,0.19200000000000056,0.16799999999999926,0.416,0.24800000000000072,0.11999999999999744,0.09600000000000009,0.08799999999999741,0.07199999999999918,0.055999999999997385,0.047999999999998266,0.03200000000000003,0.3520000000000003,0.13599999999999923,0.11200000000000188,0.08800000000000097,0.06400000000000006,0.05600000000000094,0.03200000000000003,0.47199999999999775,0.23199999999999932,0.1999999999999993,0.16000000000000014,0.11999999999999744,0.1039999999999992,0.06400000000000006,1.6120204886314446,0.29523356878622475,0.041435810039555154,0.004249491448971021,-1.2938359009336249,0.7614913247322174,-2.055327225665842
35,0.5919999999999987,0.5999999999999979,0.344,0.16799999999999876,0.15200000000000102,0.424,0.27199999999999896,0.11200000000000188,0.08800000000000097,0.08000000000000185,0.07200000000000273,0.05600000000000094,0.04800000000000182,0.02400000000000091,0.36799999999999855,0.14399999999999835,0.1280000000000001,0.09600000000000009,0.0799999999999983,0.06400000000000006,0.03999999999999915,0.4800000000000004,0.23199999999999932,0.20800000000000196,0.1680000000000028,0.13599999999999923,0.11200000000000188,0.06400000000000006,1.5589878674427955,0.2575584525176472,0.002716295228922694,-0.005945780570014492,1.707801398595477,2.1309051755452266,-0.42310377694974965
36,0.6000000000000014,0.6080000000000005,0.352,0.17600000000000143,0.16000000000000014,0.424,0.26399999999999985,0.11199999999999832,0.09600000000000009,0.08800000000000097,0.07199999999999918,0.05600000000000094,0.047999999999998266,0.03200000000000003,0.3680000000000021,0.1440000000000019,0.1280000000000001,0.09600000000000009,0.07199999999999918,0.06400000000000006,0.03999999999999915,0.4800000000000004,0.240000000000002,0.21600000000000108,0.16799999999999926,0.1280000000000001,0.11199999999999832,0.07199999999999918,1.6817694786279171,0.27330509285594745,-0.03542728340142487,-0.05722823063445748,6.209832754898874,4.106592009929633,2.1032407449692405
37,0.6159999999999997,0.6080000000000005,0.352,0.18399999999999966,0.16799999999999926,0.432,0.26400000000000073,0.120000000000001,0.1039999999999992,0.09600000000000009,0.0799999999999983,0.06400000000000006,0.05600000000000094,0.03200000000000003,0.3760000000000012,0.1440000000000019,0.120000000000001,0.09600000000000009,0.07199999999999918,0.05600000000000094,0.03200000000000003,0.4960000000000022,0.2480000000000011,0.21600000000000108,0.17599999999999838,0.13599999999999923,0.11200000000000188,0.06400000000000006,1.6720906585570647,0.3537106170183215,0.049284219376262484,0.02011936118601787,-19.878940201268808,-7.283270227293125,-12.595669973975683
38,0.6000000000000014,0.6000000000000014,0.336,0.18400000000000144,0.16000000000000014,0.416,0.25599999999999984,0.120000000000001,0.1039999999999992,0.09600000000000009,0.08000000000000185,0.06400000000000006,0.05600000000000094,0.03200000000000003,0.3760000000000012,0.2560000000000002,0.120000000000001,0.08800000000000097,0.06400000000000006,0.05600000000000094,0.03200000000000003,0.4960000000000022,0.35999999999999943,0.21600000000000108,0.1680000000000028,0.1280000000000001,0.11200000000000188,0.06400000000000006,1.6522763074509448,0.35179930005034493,0.06408915171061969,0.021015157672561013,-27.04025932609304,-9.951539416102277,-17.088719909990765
39,0.5919999999999987,0.5919999999999987,0.344,0.17599999999999877,0.16000000000000014,0.416,0.25599999999999984,0.120000000000001,0.09600000000000009,0.08800000000000097,0.07200000000000273,0.05600000000000094,0.04800000000000182,0.03200000000000003,0.35199999999999676,0.14399999999999835,0.11999999999999744,0.09599999999999653,0.07199999999999918,0.055999999999997385,0.03200000000000003,0.47199999999999775,0.23999999999999844,0.2079999999999984,0.16799999999999926,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.571488684669716,0.29663860270152176,-0.004525098119911308,-0.019251231085721243,4.081090097615548,3.1460480187059927,0.9350420789095555
40,0.5919999999999987,0.5999999999999979,0.352,0.17599999999999877,0.16000000000000014,0.416,0.25599999999999984,0.120000000000001,0.09600000000000009,0.08800000000000097,0.07199999999999918,0.05600000000000094,0.04800000000000182,0.03200000000000003,0.35999999999999943,0.14399999999999835,0.1280000000000001,0.09600000000000009,0.07199999999999918,0.06400000000000006,0.03999999999999915,0.4800000000000004,0.23999999999999844,0.21600000000000108,0.16799999999999926,0.1280000000000001,0.11200000000000188,0.07199999999999918,1.7083594312088022,0.3099556972400296,0.0033946284490633527,-0.016405443517229168,3.7412449683242257,3.0581934111157847,0.683051557208441
41,0.5839999999999996,0.5840000000000032,0.336,0.16799999999999965,0.16799999999999926,0.416,0.24800000000000072,0.11999999999999744,0.09600000000000009,0.08799999999999741,0.07199999999999918,0.055999999999997385,0.047999999999998266,0.03200000000000003,0.3360000000000021,0.120000000000001,0.11200000000000188,0.08800000000000097,0.07200000000000273,0.05600000000000094,0.03200000000000003,0.4559999999999995,0.21600000000000108,0.1999999999999993,0.16000000000000014,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.7281205581468595,0.23744650135466572,0.05013319607315203,0.04389922793400547,24.596684330556545,11.994523008772237,12.602161321784308
42,0.6080000000000005,0.5999999999999979,0.336,0.20000000000000057,0.1680000000000028,0.408,0.23999999999999716,0.120000000000001,0.09600000000000009,0.08800000000000097,0.07200000000000273,0.05600000000000094,0.04800000000000182,0.03200000000000003,0.3839999999999968,0.3039999999999985,0.1280000000000001,0.09600000000000009,0.07199999999999918,0.055999999999997385,0.03200000000000003,0.5039999999999978,0.3999999999999986,0.21600000000000108,0.1680000000000028,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.663449602352545,0.3765820969365255,0.037147207898060475,-0.06879652757963428,7.006100275449214,4.198098979818287,2.808001295630927
43,0.5920000000000023,0.5920000000000023,0.344,0.2000000000000023,0.16000000000000014,0.392,0.23199999999999987,0.120000000000001,0.09600000000000009,0.08800000000000097,0.07199999999999918,0.06400000000000006,0.05600000000000094,0.03200000000000003,0.3520000000000003,0.13599999999999923,0.120000000000001,0.08800000000000097,0.06400000000000006,0.05600000000000094,0.03200000000000003,0.4720000000000013,0.23199999999999932,0.20800000000000196,0.16000000000000014,0.1280000000000001,0.11200000000000188,0.06400000000000006,1.636835688783572,0.3579669996729412,0.10485925415447572,0.04597882924140695,19.665764715489154,9.967074748898035,9.698689966591118
44,0.5999999999999979,0.5999999999999979,0.344,0.1919999999999979,0.16000000000000014,0.408,0.24799999999999983,0.120000000000001,0.09600000000000009,0.08800000000000097,0.07200000000000273,0.06400000000000006,0.04800000000000182,0.03200000000000003,0.36799999999999855,0.15199999999999747,0.12799999999999656,0.09599999999999653,0.07199999999999918,0.06400000000000006,0.03200000000000003,0.48799999999999955,0.24799999999999756,0.21599999999999753,0.16799999999999926,0.13599999999999923,0.11200000000000188,0.06400000000000006,1.6367135838437115,0.3847942896219482,0.07581562003609621,0.02719339428976042,81.42723017248115,36.24945393799593,45.177776234485215
45,0.6000000000000014,0.6080000000000005,0.352,0.17600000000000143,0.16000000000000014,0.424,0.26399999999999985,0.120000000000001,0.1039999999999992,0.08800000000000097,0.07199999999999918,0.06400000000000006,0.05600000000000094,0.03200000000000003,0.35999999999999943,0.1440000000000019,0.120000000000001,0.09600000000000009,0.07199999999999918,0.05600000000000094,0.03200000000000003,0.4800000000000004,0.2480000000000011,0.20800000000000196,0.16799999999999926,0.13599999999999923,0.11200000000000188,0.06400000000000006,1.5906377203180504,0.27146298936153024,0.0018749365509875826,-0.013384858753404005,3.5674479891158386,2.967931017508219,0.5995169716076196
46,0.6080000000000005,0.6000000000000014,0.336,0.17600000000000054,0.16799999999999926,0.432,0.26400000000000073,0.120000000000001,0.1039999999999992,0.09600000000000009,0.07199999999999918,0.06400000000000006,0.04800000000000182,0.03200000000000003,0.16000000000000014,0.26399999999999935,0.1039999999999992,0.0799999999999983,0.06400000000000006,0.047999999999998266,0.03200000000000003,0.28000000000000114,0.36799999999999855,0.1999999999999993,0.15199999999999747,0.1280000000000001,0.09600000000000009,0.06400000000000006,1.5510284715857865,0.2878471753583472,0.1700504170042792,0.15232912925675668,11.15215341957128,5.951789546471236,5.200363873100043
47,0.5919999999999987,0.5999999999999979,0.336,0.17599999999999877,0.16000000000000014,0.416,0.25599999999999984,0.120000000000001,0.09600000000000009,0.08800000000000097,0.07200000000000273,0.05600000000000094,0.04800000000000182,0.03200000000000003,0.35999999999999943,0.13599999999999923,0.11999999999999744,0.08799999999999741,0.07199999999999918,0.055999999999997385,0.03200000000000003,0.4800000000000004,0.23199999999999932,0.2079999999999984,0.16000000000000014,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.3283373678790955,0.168107063501409,-0.10464359284207803,-0.12350312414568432,8.340063010627732,4.902507268499861,3.437555742127871
48,0.6080000000000005,0.6000000000000014,0.352,0.19200000000000056,0.16799999999999926,0.416,0.24800000000000072,0.120000000000001,0.1039999999999992,0.08800000000000097,0.07199999999999918,0.06400000000000006,0.047999999999998266,0.03200000000000003,0.3680000000000021,0.1440000000000019,0.1280000000000001,0.09600000000000009,0.07199999999999918,0.05600000000000094,0.03200000000000003,0.4880000000000031,0.2480000000000011,0.21600000000000108,0.16799999999999926,0.13599999999999923,0.1039999999999992,0.06400000000000006,1.4707528272258144,0.34308265977761343,0.08334070274207028,0.035611410606576244,21.41679252662365,10.766987376216186,10.649805150407463
49,0.5999999999999979,0.6080000000000005,0.344,0.17599999999999788,0.16000000000000014,0.424,0.26399999999999985,0.120000000000001,0.09600000000000009,0.08800000000000097,0.07199999999999918,0.06400000000000006,0.05600000000000094,0.03200000000000003,0.36799999999999855,0.13599999999999923,0.11999999999999744,0.08799999999999741,0.07199999999999918,0.05600000000000094,0.03200000000000003,0.48799999999999955,0.23199999999999932,0.2079999999999984,0.1599999999999966,0.13599999999999923,0.11200000000000188,0.06400000000000006,1.4111844480369782,0.2560727258458475,0.00758977883448364,-0.010370601980244198,3.450927291681528,2.8508807877365365,0.6000465039449914
50,0.6160000000000032,0.607999999999997,0.352,0.19200000000000322,0.1680000000000028,0.424,0.2559999999999972,0.120000000000001,0.09600000000000009,0.08800000000000097,0.07200000000000273,0.05600000000000094,0.04800000000000182,0.03200000000000003,0.36799999999999855,0.13599999999999923,0.11999999999999744,0.08799999999999741,0.07199999999999918,0.055999999999997385,0.03200000000000003,0.48799999999999955,0.23199999999999932,0.2079999999999984,0.16000000000000014,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.5993686652925851,0.2931249438600573,0.025539732415829297,-0.01596090082815993,4.209395603330838,3.1233026362987277,1.0860929670321107
51,0.5919999999999987,0.5920000000000023,0.336,0.18399999999999878,0.1599999999999966,0.408,0.24800000000000338,0.11999999999999744,0.09600000000000009,0.08799999999999741,0.07199999999999918,0.055999999999997385,0.047999999999998266,0.03200000000000003,0.3520000000000003,0.1280000000000001,0.11200000000000188,0.08800000000000097,0.06400000000000006,0.05600000000000094,0.03200000000000003,0.47199999999999775,0.2240000000000002,0.1999999999999993,0.16000000000000014,0.11999999999999744,0.1039999999999992,0.06400000000000006,1.529093204385494,0.24298243115142254,0.00403483115812675,-0.021589426838026005,5.036634486770594,3.492240820197172,1.5443936665734217
52,0.6080000000000005,0.6080000000000005,0.352,0.19200000000000056,0.16000000000000014,0.416,0.25599999999999984,0.11200000000000188,0.09600000000000009,0.08800000000000097,0.07199999999999918,0.05600000000000094,0.04800000000000182,0.02400000000000091,0.37599999999999767,0.15200000000000102,0.1280000000000001,0.09600000000000009,0.07199999999999918,0.06400000000000006,0.03999999999999915,0.48799999999999955,0.2480000000000011,0.21600000000000108,0.16799999999999926,0.1280000000000001,0.11200000000000188,0.06400000000000006,1.6409479379516054,0.32784387450148406,0.049369954461125465,-0.00018830825378857163,0.4205142805002766,1.4967990991310736,-1.076284818630797
53,0.6080000000000005,0.6080000000000005,0.352,0.20000000000000057,0.16000000000000014,0.408,0.24799999999999983,0.11200000000000188,0.09600000000000009,0.08800000000000097,0.07200000000000273,0.05600000000000094,0.04800000000000182,0.03200000000000003,0.34399999999999764,0.1280000000000001,0.11199999999999832,0.08799999999999741,0.07199999999999918,0.055999999999997385,0.03200000000000003,0.4559999999999995,0.2240000000000002,0.1999999999999993,0.16000000000000014,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.6560381523907273,0.24889537790929234,0.05303859327990029,0.011710704231740698,-11.940755987671382,-3.8567882220555894,-8.083967765615792
54,0.6159999999999997,0.6080000000000005,0.352,0.18399999999999966,0.16000000000000014,0.432,0.27199999999999985,0.11200000000000188,0.09600000000000009,0.08800000000000097,0.07200000000000273,0.05600000000000094,0.04800000000000182,0.02400000000000091,0.36799999999999855,0.1439999999999948,0.120000000000001,0.09600000000000009,0.07199999999999918,0.05600000000000094,0.03200000000000003,0.4800000000000004,0.23999999999999488,0.20800000000000196,0.1680000000000028,0.1280000000000001,0.10400000000000276,0.05600000000000094,1.5532643992441388,0.3280990805671285,0.10365587865362275,0.08135561256448953,12.570855549019296,6.779599510034966,5.791256038984329
55,0.6000000000000014,0.607999999999997,0.336,0.19200000000000145,0.15200000000000102,0.408,0.25599999999999895,0.11200000000000188,0.08800000000000097,0.0800000000000054,0.06400000000000006,0.05600000000000449,0.03999999999999915,0.02400000000000091,0.367999999999995,0.14399999999999835,0.1280000000000001,0.09599999999999653,0.07199999999999562,0.06400000000000006,0.03999999999999915,0.4799999999999969,0.23199999999999932,0.2080000000000055,0.1599999999999966,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.4204336662967831,0.228393281910784,-0.02046805615474495,-0.06617981799526251,7.689431927814083,4.577729799377719,3.111702128436364
56,0.5999999999999943,0.6000000000000014,0.336,0.18399999999999433,0.1599999999999966,0.416,0.2560000000000034,0.11200000000000188,0.09599999999999653,0.08800000000000097,0.07200000000000273,0.055999999999997385,0.04800000000000182,0.031999999999996476,0.3680000000000021,0.2560000000000002,0.11999999999999744,0.09600000000000364,0.07200000000000273,0.055999999999997385,0.03200000000000358,0.480000000000004,0.35199999999999676,0.2079999999999984,0.16800000000000637,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.4656667120361253,0.2751987922607635,-0.006037057392705325,-0.043420225886225516,6.952255985551753,4.266411860311675,2.685844125240078
57,0.6159999999999997,0.6159999999999997,0.352,0.20799999999999969,0.1600000000000037,0.408,0.24799999999999628,0.11200000000000188,0.09600000000000364,0.08800000000000097,0.07200000000000273,0.055999999999997385,0.04800000000000182,0.02400000000000091,0.38400000000000034,0.240000000000002,0.13600000000000279,0.1039999999999992,0.0799999999999983,0.06400000000000006,0.03999999999999915,0.4960000000000022,0.3360000000000056,0.22400000000000375,0.17600000000000193,0.13599999999999568,0.11200000000000188,0.06400000000000006,1.7241270869857506,0.3466542557634549,0.009025610538645146,-0.0934146115812362,7.9650306934041994,4.7858530386715765,3.179177654732623
58,0.6080000000000041,0.6159999999999997,0.344,0.1760000000000041,0.1600000000000037,0.432,0.2719999999999963,0.11999999999999744,0.09600000000000364,0.08800000000000097,0.07200000000000273,0.055999999999997385,0.04800000000000182,0.03200000000000358,0.3680000000000021,0.13600000000000279,0.11999999999999744,0.08800000000000097,0.07200000000000273,0.055999999999997385,0.031999999999996476,0.48799999999999955,0.23200000000000642,0.2079999999999984,0.1600000000000037,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.704043781802882,0.39347662619217055,0.15851400701161944,0.14219906231024337,11.114738619050152,6.080951642834318,5.0337869762158345
59,0.6240000000000023,0.6159999999999997,0.344,0.20000000000000234,0.16799999999999926,0.424,0.2560000000000007,0.11999999999999744,0.09599999999999653,0.08800000000000097,0.07200000000000273,0.055999999999997385,0.04800000000000182,0.031999999999996476,0.38400000000000034,0.13600000000000279,0.11999999999999744,0.08800000000000097,0.07200000000000273,0.055999999999997385,0.031999999999996476,0.5039999999999978,0.23199999999999932,0.2079999999999984,0.1600000000000037,0.1280000000000001,0.1039999999999992,0.06399999999999295,1.61092472396802,0.30659574475494844,0.05384609656281869,-0.014214191012827504,4.330649469931686,3.0873604893599835,1.2432889805717022
60,0.5999999999999943,0.6000000000000014,0.344,0.19199999999999434,0.1599999999999966,0.408,0.24800000000000338,0.11999999999999744,0.09599999999999653,0.08800000000000097,0.07200000000000273,0.055999999999997385,0.04800000000000182,0.031999999999996476,0.35999999999999943,0.13600000000000279,0.11999999999999744,0.08800000000000097,0.06400000000000006,0.055999999999997385,0.03200000000000358,0.4799999999999969,0.23199999999999932,0.2079999999999984,0.1600000000000037,0.11999999999999744,0.1039999999999992,0.06400000000000006,1.4668366941711073,0.29008071793593637,0.05550604748828031,0.018271284830842727,67.75116001650032,30.81366701570713,36.9374930007932
61,0.6080000000000041,0.607999999999997,0.344,0.20000000000000412,0.1600000000000037,0.408,0.24799999999999628,0.12000000000000455,0.09600000000000364,0.08800000000000097,0.07200000000000273,0.05600000000000449,0.04800000000000182,0.03200000000000358,0.3680000000000021,0.14399999999999835,0.1280000000000001,0.09599999999999653,0.07199999999999562,0.055999999999997385,0.031999999999996476,0.48800000000000665,0.240000000000002,0.21600000000000108,0.16799999999999926,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.5118686523244453,0.3030313565217384,0.05132963191079665,-0.006751155789834207,2.988709572925766,2.6343230273878793,0.35438654553788673
62,0.6159999999999997,0.6159999999999997,0.36,0.21599999999999964,0.1599999999999966,0.4,0.24000000000000343,0.11999999999999744,0.09599999999999653,0.08800000000000097,0.07199999999999562,0.055999999999997385,0.047999999999994714,0.031999999999996476,0.35999999999999943,0.15200000000000102,0.1280000000000001,0.09600000000000364,0.07200000000000273,0.05600000000000449,0.03200000000000358,0.4799999999999969,0.24799999999999756,0.21600000000000108,0.16799999999999926,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.556290151204911,0.2792017541717173,0.036039382843326806,-0.038034711714622804,6.705748945493677,4.337067734614689,2.3686812108789876
63,0.6240000000000023,0.6240000000000023,0.344,0.19200000000000234,0.1599999999999966,0.432,0.2720000000000034,0.11999999999999744,0.09599999999999653,0.08800000000000097,0.07199999999999562,0.055999999999997385,0.047999999999994714,0.031999999999996476,0.38400000000000034,0.27200000000000557,0.1280000000000001,0.09600000000000364,0.07200000000000273,0.06400000000000006,0.03200000000000358,0.5039999999999978,0.3680000000000021,0.21600000000000108,0.16799999999999926,0.1280000000000001,0.11199999999999477,0.06400000000000006,1.5668781500992028,0.3365573782482539,0.07246723456060039,0.02945772100131272,22.09167157154279,10.447602002942801,11.644069568599988
64,0.6159999999999997,0.6159999999999997,0.336,0.19999999999999968,0.1599999999999966,0.416,0.2560000000000034,0.11999999999999744,0.09599999999999653,0.08800000000000097,0.07200000000000273,0.055999999999997385,0.04800000000000182,0.03200000000000358,0.38400000000000034,0.23199999999999932,0.11999999999999744,0.09599999999999653,0.07200000000000273,0.055999999999997385,0.031999999999996476,0.5039999999999978,0.32799999999999585,0.2079999999999984,0.16799999999999926,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.5855827383960683,0.3107106171498172,0.05276944714916165,-0.026488073001246337,6.050623717239885,3.788755329216105,2.26186838802378
65,0.5999999999999943,0.6000000000000014,0.344,0.18399999999999433,0.1599999999999966,0.416,0.2560000000000034,0.11200000000000188,0.09599999999999653,0.08800000000000097,0.07200000000000273,0.055999999999997385,0.04800000000000182,0.031999999999996476,0.3680000000000021,0.13600000000000279,0.11999999999999744,0.08800000000000097,0.07200000000000273,0.055999999999997385,0.03200000000000358,0.480000000000004,0.23199999999999932,0.2079999999999984,0.1600000000000037,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.553000258128151,0.2837136042033218,0.020455776276104953,-0.012163836064778888,4.229337967135831,3.1653112921816753,1.0640266749541558
66,0.6159999999999997,0.6159999999999997,0.352,0.20799999999999969,0.1600000000000037,0.408,0.24799999999999628,0.12000000000000455,0.09600000000000364,0.08800000000000097,0.07200000000000273,0.05600000000000449,0.04800000000000182,0.03200000000000358,0.37599999999999767,0.1599999999999966,0.1280000000000001,0.09599999999999653,0.07199999999999562,0.06400000000000006,0.03999999999999915,0.4960000000000022,0.2560000000000002,0.21600000000000108,0.16799999999999926,0.1280000000000001,0.11200000000000188,0.07200000000000273,1.6691902717208384,0.3676694439016375,0.0906326575362561,0.0028693586784247493,-1.5318298977263394,0.7006199318452756,-2.232449829571615
67,0.6240000000000023,0.6240000000000023,0.344,0.20000000000000234,0.1600000000000037,0.424,0.2639999999999963,0.11999999999999744,0.09600000000000364,0.08800000000000097,0.07200000000000273,0.06400000000000006,0.04800000000000182,0.03200000000000358,0.37599999999999767,0.13599999999999568,0.11999999999999744,0.08800000000000097,0.06400000000000006,0.055999999999997385,0.031999999999996476,0.4959999999999951,0.23199999999999932,0.2079999999999984,0.1600000000000037,0.1280000000000001,0.1039999999999992,0.06400000000000006,1.5814739117026106,0.3095697026757327,0.07453622397839943,0.03207207248924726,19.207243677972674,9.239729634641856,9.967514043330818
68,0.6240000000000023,0.6239999999999952,0.344,0.19200000000000234,0.1600000000000037,0.432,0.2719999999999963,0.11200000000000188,0.09600000000000364,0.08800000000000097,0.07200000000000273,0.05600000000000449,0.04800000000000182,0.02400000000000091,0.37599999999999767,0.13599999999999568,0.11999999999999744,0.09599999999999653,0.07199999999999562,0.06400000000000006,0.031999999999996476,0.48799999999999955,0.23199999999999932,0.2079999999999984,0.16799999999999926,0.1280000000000001,0.11200000000000188,0.055999999999997385,1.6089745389214891,0.312685558090363,0.08806909435007526,0.049509574179927185,14.376719339265078,7.286607566856198,7.09011177240888
