Index of pulse,Tu/Tpi,Tv/Tpi,Tw/Tpi,Ta/Tpi,Tb/Tpi,Tc/Tpi,Td/Tpi,Te/Tpi,Tf/Tpi,(Tu-Ta)/Tpi,(Tv-Tb)/Tpi,Au/Asp,Av/Au,Aw/Au,Ab/Aa,Ac/Aa,Ad/Aa,Ae/Aa,Af/Aa,Ap2/Ap1,(Ac-Ab)/Aa,(Ad-Ab)/Aa,AGI,AGImod,AGIinf,AI,RIp1,RIp2,SC,IPAD
1,0.15789473684210528,0.368421052631579,0.6052631578947368,0.06578947368421052,0.22368421052631582,0.2894736842105263,0.2894736842105263,0.47368421052631576,0.75,0.09333333333333334,0.14666666666666667,0.0872445026516244,-0.8537003626431273,-0.03162617819299964,-1.2980930192835194,-0.9858130553281571,-0.9858130553281571,0.5660496607880673,-0.1616731342004545,-0.12692289624530717,0.3122799639553622,0.3122799639553622,0.10748343058472758,0.6735330913727949,-1.8641426800715868,-1.071630945102925,4.7009159510749186,4.7009159510749186,-0.06300966176970511,5.296147043749196
2,0.15068493150684928,0.3835616438356164,0.6164383561643835,0.0547945205479452,0.2328767123287671,0.31506849315068486,0.31506849315068486,0.49315068493150677,0.7534246575342465,0.09459459459459459,0.14864864864864866,0.1541767779592628,-0.6427146220042478,0.08554532169024988,-1.2534843619066587,-0.7672526496891365,-0.7672526496891365,0.5621675074087801,-0.1649527610017884,-0.36853417156692314,0.4862317122175221,0.4862317122175221,-0.2811465699371657,0.28102093747161444,-1.8156518693154386,-1.2241134457749943,-0.3610854293188998,-0.3610854293188998,-0.020135180004281588,-3.3724789944069657
3,0.13333333333333336,0.3600000000000001,0.6133333333333335,0.053333333333333344,0.21333333333333337,0.2666666666666667,0.2666666666666667,0.46666666666666684,0.7333333333333335,0.08108108108108107,0.14864864864864863,0.13534291976323592,-0.5810192870534612,0.003943170289275978,-1.1863789757626013,-0.9613384547628158,-0.9613384547628158,0.4270007139372317,-0.11194157622453232,-0.13804609337753745,0.22504052099978553,0.22504052099978553,0.3092972198257985,0.7362979337630302,-1.6133796896998331,-1.1304631677619292,-0.3392124094912027,-0.3392124094912027,-0.023440724305495233,-1.5771061173049743
4,0.15999999999999998,0.3733333333333333,0.6133333333333333,0.06666666666666665,0.22666666666666666,0.2933333333333333,0.2933333333333333,0.49333333333333323,0.7466666666666666,0.09333333333333335,0.1466666666666667,0.14045403964704772,-0.618569163730313,0.08166974189018897,-1.3057484828198525,-0.9076613499725266,-0.9076613499725266,0.5329815965283109,-0.17839143061676363,-0.25356296316610427,0.398087132847326,0.398087132847326,-0.023407379403110374,0.5095742171252006,-1.8387300793481633,-1.2004130870739265,-0.351751412202869,-0.351751412202869,-0.027820076267315034,-7.824513669605516
5,0.14864864864864863,0.37837837837837834,0.5945945945945945,0.06756756756756756,0.22972972972972971,0.29729729729729726,0.29729729729729726,0.4864864864864864,0.6351351351351351,0.08108108108108106,0.14864864864864863,0.13358487281902123,-0.6536100127848237,0.018067143155740033,-1.3299391409571515,-0.9193124156694787,-0.9193124156694787,0.5455381834609806,-0.0950874761181626,-0.26291006918281645,0.4106267252876727,0.4106267252876727,-0.03685249307917459,0.508685690381806,-1.875477324418132,-1.200455950215096,0.14857087270743663,0.14857087270743663,-0.023840801477258065,-0.8278956775771561
6,0.14864864864864863,0.37837837837837834,0.6216216216216215,0.06756756756756756,0.22972972972972971,0.28378378378378377,0.28378378378378377,0.4864864864864864,0.7027027027027025,0.07999999999999997,0.14666666666666664,0.13826376083310232,-0.5765669802487905,0.04630075914582306,-1.2022468465721534,-0.9362995023237591,-0.9362995023237591,0.45989258261026583,-0.12868052988409845,-0.15561141713621188,0.2659473442483943,0.2659473442483943,0.2104595754650991,0.670352158075365,-1.6621394291824192,-1.1432924143669143,-0.5613353373268962,-0.5613353373268962,-0.022479399419962014,-3.4577846989703755
7,0.1333333333333333,0.3733333333333333,0.5999999999999999,0.05333333333333333,0.21333333333333332,0.35999999999999993,0.35999999999999993,0.47999999999999987,0.6799999999999998,0.0821917808219178,0.1643835616438356,0.14100938330601046,-0.625139245207477,0.030945819889705354,-1.1960996390140994,-0.1657224384268151,-0.1657224384268151,0.4965611859746519,-0.07935979736498573,0.568999585791609,1.0303772005872844,1.0303772005872844,-1.3612159481351211,-0.8646547621604692,-1.6926608249887514,-0.426948930864801,0.0769463311168984,0.0769463311168984,-0.021749925077329375,-4.335106590208149
8,0.1600000000000001,0.40000000000000024,0.6400000000000003,0.08000000000000004,0.24000000000000013,0.30666666666666687,0.30666666666666687,0.5066666666666669,0.7600000000000005,0.07792207792207796,0.15584415584415592,0.1302619648054103,-0.6412579718093525,0.0803148055507333,-1.2907521568563238,-0.9666798680696347,-0.9666798680696347,0.5572399045620203,-0.18616054760388331,-0.18530872961405032,0.32407228878668926,0.32407228878668926,0.08536767472092509,0.6426075792829454,-1.8479920614183443,-1.1493197240762374,-0.4077982469342843,-0.4077982469342843,-0.02273007187146285,3.2319533126526014
9,0.14864864864864874,0.3783783783783786,0.621621621621622,0.054054054054054085,0.22972972972972988,0.2972972972972975,0.2972972972972975,0.4729729729729733,0.7432432432432438,0.09589041095890402,0.15068493150684917,0.13919533422519173,-0.6505836776026838,0.05237985283330022,-1.3433691497566633,-0.8930840991016492,-0.8930840991016492,0.5252534260297066,-0.1788695676073614,-0.2790827566011954,0.450285050655014,0.450285050655014,-0.08245437758307145,0.44279904844663515,-1.86862257578637,-1.203796497687897,0.030649171988684165,0.030649171988684165,-0.021534574123201224,-1.354925866662474
10,0.16216216216216203,0.37837837837837807,0.621621621621621,0.06756756756756752,0.22972972972972955,0.3108108108108105,0.3108108108108105,0.486486486486486,0.7702702702702696,0.09459459459459466,0.14864864864864874,0.13613137493140146,-0.6191892025010086,0.03897795242277024,-1.2614035025219812,-0.8482101144952996,-0.8482101144952996,0.5146933048859512,-0.14185721156433898,-0.1863575295181484,0.41319338802668154,0.41319338802668154,-0.0796765784173332,0.43501672646861805,-1.7760968074079324,-1.1129655708932502,-0.30902459938449045,-0.30902459938449045,-0.022870301276257977,-2.982990034376776
